ID,original_Descrizione Regione,original_Codice Azienda,original_Tipo Azienda,original_Codice struttura,original_Subcodice,original_Denominazione Struttura/Stabilimento,original_Indirizzo,original_Codice Comune,original_Comune,original_Sigla Provincia,original_Codice tipo struttura,original_Descrizione tipo struttura,original_Codice disciplina,original_Descrizione disciplina,original_Tipo di Disciplina,original_N° Reparti,original_Posti letto degenza ordinaria,original_Posti letto degenza a pagamento,original_Posti letto Day Hospital,original_Posti letto Day Surgery,original_Totale posti letto,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level
136,LAZIO,201,1,120285,1,PRESIDIO SAN FILIPPO NERI,VIA MARTINOTTI 20,58091,ROMA,RM,1,Ospedale a gestione diretta,64,ONCOLOGIA,ACUTI,2,9,0,15,0,24,41.9477432,12.41363264,"Ospedale San Filippo Neri, Via Giovanni Martinotti, 20, 00135 Roma Roma, Italia",Ospedale San Filippo Neri,20,Via Giovanni Martinotti,135,,Municipio Roma XIV,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
137,LAZIO,201,1,120285,1,PRESIDIO SAN FILIPPO NERI,VIA MARTINOTTI 20,58091,ROMA,RM,1,Ospedale a gestione diretta,68,PNEUMOLOGIA,ACUTI,3,33,0,0,0,33,41.9477432,12.41363264,"Ospedale San Filippo Neri, Via Giovanni Martinotti, 20, 00135 Roma Roma, Italia",Ospedale San Filippo Neri,20,Via Giovanni Martinotti,135,,Municipio Roma XIV,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
138,LAZIO,201,1,120285,1,PRESIDIO SAN FILIPPO NERI,VIA MARTINOTTI 20,58091,ROMA,RM,1,Ospedale a gestione diretta,94,TERAPIA SEMI-INTENSIVA,ACUTI,1,5,0,0,0,5,41.9477432,12.41363264,"Ospedale San Filippo Neri, Via Giovanni Martinotti, 20, 00135 Roma Roma, Italia",Ospedale San Filippo Neri,20,Via Giovanni Martinotti,135,,Municipio Roma XIV,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
139,LAZIO,201,1,120285,1,PRESIDIO SAN FILIPPO NERI,VIA MARTINOTTI 20,58091,ROMA,RM,1,Ospedale a gestione diretta,98,DAY SURGERY,ACUTI,1,0,0,0,10,10,41.9477432,12.41363264,"Ospedale San Filippo Neri, Via Giovanni Martinotti, 20, 00135 Roma Roma, Italia",Ospedale San Filippo Neri,20,Via Giovanni Martinotti,135,,Municipio Roma XIV,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
140,LAZIO,201,1,120285,3,PRESIDIO CASSIA SANT'ANDREA,VIA CASSIA 721,58091,ROMA,RM,1,Ospedale a gestione diretta,64,ONCOLOGIA,ACUTI,1,0,0,3,0,3,41.964609,12.444597,"Via Cassia, 721, 00189 Roma Roma, Italia",,721,Via Cassia,189,Roma,Tomba di Nerone,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
141,LAZIO,201,1,120288,,VILLA TIBERIA HOSPITAL,"VIA EMILIO PRAGA, 26",58091,ROMA,RM,5.1,Casa di cura privata accreditata,9,CHIRURGIA GENERALE,ACUTI,1,40,0,0,9,49,41.945615,12.55769,"Via Emilio Praga, 26, 00137 Roma Roma, Italia",,26,Via Emilio Praga,137,Roma,Monte Sacro Alto,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
142,LAZIO,201,1,120288,,VILLA TIBERIA HOSPITAL,"VIA EMILIO PRAGA, 26",58091,ROMA,RM,5.1,Casa di cura privata accreditata,20,IMMUNOLOGIA,ACUTI,1,56,0,0,0,56,41.945615,12.55769,"Via Emilio Praga, 26, 00137 Roma Roma, Italia",,26,Via Emilio Praga,137,Roma,Monte Sacro Alto,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
143,LAZIO,201,1,120288,,VILLA TIBERIA HOSPITAL,"VIA EMILIO PRAGA, 26",58091,ROMA,RM,5.1,Casa di cura privata accreditata,26,MEDICINA GENERALE,ACUTI,1,49,0,9,0,58,41.945615,12.55769,"Via Emilio Praga, 26, 00137 Roma Roma, Italia",,26,Via Emilio Praga,137,Roma,Monte Sacro Alto,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
144,LAZIO,201,1,120288,,VILLA TIBERIA HOSPITAL,"VIA EMILIO PRAGA, 26",58091,ROMA,RM,5.1,Casa di cura privata accreditata,29,NEFROLOGIA,ACUTI,1,15,0,0,0,15,41.945615,12.55769,"Via Emilio Praga, 26, 00137 Roma Roma, Italia",,26,Via Emilio Praga,137,Roma,Monte Sacro Alto,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
145,LAZIO,201,1,120288,,VILLA TIBERIA HOSPITAL,"VIA EMILIO PRAGA, 26",58091,ROMA,RM,5.1,Casa di cura privata accreditata,49,TERAPIA INTENSIVA,ACUTI,1,11,0,0,0,11,41.945615,12.55769,"Via Emilio Praga, 26, 00137 Roma Roma, Italia",,26,Via Emilio Praga,137,Roma,Monte Sacro Alto,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
146,LAZIO,201,1,120288,,VILLA TIBERIA HOSPITAL,"VIA EMILIO PRAGA, 26",58091,ROMA,RM,5.1,Casa di cura privata accreditata,94,TERAPIA SEMI-INTENSIVA,ACUTI,1,34,0,0,0,34,41.945615,12.55769,"Via Emilio Praga, 26, 00137 Roma Roma, Italia",,26,Via Emilio Praga,137,Roma,Monte Sacro Alto,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
147,LAZIO,201,1,120293,,CASA DI CURA VILLA AURORA,"VIA MATTIA BATTISTINI, 44",58091,ROMA,RM,5.1,Casa di cura privata accreditata,36,ORTOPEDIA E TRAUMATOLOGIA,ACUTI,1,25,0,0,5,30,41.905999,12.412375,"Via Mattia Battistini, 44, 00167 Roma Roma, Italia",,44,Via Mattia Battistini,167,Roma,Primavalle,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
148,LAZIO,201,1,120296,,CASA DI CURA VILLA BETANIA,"VIA PIO IV, 42",58091,ROMA,RM,5.1,Casa di cura privata accreditata,26,MEDICINA GENERALE,ACUTI,1,21,0,4,0,25,41.90036,12.49575,"Roma (Roma), LAZ, Italia",,,,,Roma,,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.25,1,
149,LAZIO,201,1,120296,,CASA DI CURA VILLA BETANIA,"VIA PIO IV, 42",58091,ROMA,RM,5.1,Casa di cura privata accreditata,36,ORTOPEDIA E TRAUMATOLOGIA,ACUTI,1,16,0,0,5,21,41.90036,12.49575,"Roma (Roma), LAZ, Italia",,,,,Roma,,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.25,1,
150,LAZIO,201,1,120296,,CASA DI CURA VILLA BETANIA,"VIA PIO IV, 42",58091,ROMA,RM,5.1,Casa di cura privata accreditata,43,UROLOGIA,ACUTI,1,10,0,0,5,15,41.90036,12.49575,"Roma (Roma), LAZ, Italia",,,,,Roma,,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.25,1,
151,LAZIO,201,1,120296,,CASA DI CURA VILLA BETANIA,"VIA PIO IV, 42",58091,ROMA,RM,5.1,Casa di cura privata accreditata,56,RECUPERO E RIABILITAZIONE,RIABILITAZIONE,1,30,0,3,0,33,41.90036,12.49575,"Roma (Roma), LAZ, Italia",,,,,Roma,,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.25,1,
152,LAZIO,201,1,120296,,CASA DI CURA VILLA BETANIA,"VIA PIO IV, 42",58091,ROMA,RM,5.1,Casa di cura privata accreditata,60,LUNGODEGENTI,LUNGODEGENZA,1,30,0,0,0,30,41.90036,12.49575,"Roma (Roma), LAZ, Italia",,,,,Roma,,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.25,1,
153,LAZIO,201,1,120298,,CASA DI CURA SALUS INFIRMORUM,"VIA DELLA LUCCHINA, 41",58091,ROMA,RM,5.1,Casa di cura privata accreditata,56,RECUPERO E RIABILITAZIONE,RIABILITAZIONE,1,35,0,3,0,38,41.960356,12.402384,"Via Della Lucchina, 41, 00135 Roma Roma, Italia",,41,Via Della Lucchina,135,Roma,Ottavia,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
154,LAZIO,201,1,120298,,CASA DI CURA SALUS INFIRMORUM,"VIA DELLA LUCCHINA, 41",58091,ROMA,RM,5.1,Casa di cura privata accreditata,60,LUNGODEGENTI,LUNGODEGENZA,1,20,0,0,0,20,41.960356,12.402384,"Via Della Lucchina, 41, 00135 Roma Roma, Italia",,41,Via Della Lucchina,135,Roma,Ottavia,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
155,LAZIO,201,1,120328,,CASA DI CURA PRIVATA `DON CARLO GNOCCHI`,VIA MARESCIALLO CAVIGLIA 30,58091,ROMA,RM,5.1,Casa di cura privata accreditata,56,RECUPERO E RIABILITAZIONE,RIABILITAZIONE,1,20,0,0,0,20,41.938803,12.462629,"Via Maresciallo Caviglia, 30, 00194 Roma Roma, Italia",,30,Via Maresciallo Caviglia,194,Roma,Della Vittoria,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.9,1,1
156,LAZIO,201,1,120911,,I.D.I. - FONDAZIONE LUIGI MARIA MONTI,VIA MONTI DI CRETA  104,58091,ROMA,RM,3.3,IRCCS fondazione,2,DAY HOSPITAL,ACUTI,1,0,0,34,0,34,41.901545,12.428364,"Via Dei Monti Di Creta, 104, 00167 Roma Roma, Italia",,104,Via Dei Monti Di Creta,167,Roma,Aurelio,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
157,LAZIO,201,1,120911,,I.D.I. - FONDAZIONE LUIGI MARIA MONTI,VIA MONTI DI CRETA  104,58091,ROMA,RM,3.3,IRCCS fondazione,9,CHIRURGIA GENERALE,ACUTI,1,10,1,0,0,11,41.901545,12.428364,"Via Dei Monti Di Creta, 104, 00167 Roma Roma, Italia",,104,Via Dei Monti Di Creta,167,Roma,Aurelio,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
158,LAZIO,201,1,120911,,I.D.I. - FONDAZIONE LUIGI MARIA MONTI,VIA MONTI DI CRETA  104,58091,ROMA,RM,3.3,IRCCS fondazione,12,CHIRURGIA PLASTICA,ACUTI,1,13,2,0,0,15,41.901545,12.428364,"Via Dei Monti Di Creta, 104, 00167 Roma Roma, Italia",,104,Via Dei Monti Di Creta,167,Roma,Aurelio,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
159,LAZIO,201,1,120911,,I.D.I. - FONDAZIONE LUIGI MARIA MONTI,VIA MONTI DI CRETA  104,58091,ROMA,RM,3.3,IRCCS fondazione,14,CHIRURGIA VASCOLARE,ACUTI,1,12,2,0,0,14,41.901545,12.428364,"Via Dei Monti Di Creta, 104, 00167 Roma Roma, Italia",,104,Via Dei Monti Di Creta,167,Roma,Aurelio,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
160,LAZIO,201,1,120911,,I.D.I. - FONDAZIONE LUIGI MARIA MONTI,VIA MONTI DI CRETA  104,58091,ROMA,RM,3.3,IRCCS fondazione,26,MEDICINA GENERALE,ACUTI,1,50,0,0,0,50,41.901545,12.428364,"Via Dei Monti Di Creta, 104, 00167 Roma Roma, Italia",,104,Via Dei Monti Di Creta,167,Roma,Aurelio,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
161,LAZIO,201,1,120911,,I.D.I. - FONDAZIONE LUIGI MARIA MONTI,VIA MONTI DI CRETA  104,58091,ROMA,RM,3.3,IRCCS fondazione,49,TERAPIA INTENSIVA,ACUTI,1,4,0,0,0,4,41.901545,12.428364,"Via Dei Monti Di Creta, 104, 00167 Roma Roma, Italia",,104,Via Dei Monti Di Creta,167,Roma,Aurelio,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
162,LAZIO,201,1,120911,,I.D.I. - FONDAZIONE LUIGI MARIA MONTI,VIA MONTI DI CRETA  104,58091,ROMA,RM,3.3,IRCCS fondazione,52,DERMATOLOGIA,ACUTI,1,21,1,0,0,22,41.901545,12.428364,"Via Dei Monti Di Creta, 104, 00167 Roma Roma, Italia",,104,Via Dei Monti Di Creta,167,Roma,Aurelio,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
163,LAZIO,201,1,120911,,I.D.I. - FONDAZIONE LUIGI MARIA MONTI,VIA MONTI DI CRETA  104,58091,ROMA,RM,3.3,IRCCS fondazione,64,ONCOLOGIA,ACUTI,1,15,2,0,0,17,41.901545,12.428364,"Via Dei Monti Di Creta, 104, 00167 Roma Roma, Italia",,104,Via Dei Monti Di Creta,167,Roma,Aurelio,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
164,LAZIO,201,1,120911,,I.D.I. - FONDAZIONE LUIGI MARIA MONTI,VIA MONTI DI CRETA  104,58091,ROMA,RM,3.3,IRCCS fondazione,94,TERAPIA SEMI-INTENSIVA,ACUTI,1,4,0,0,0,4,41.901545,12.428364,"Via Dei Monti Di Creta, 104, 00167 Roma Roma, Italia",,104,Via Dei Monti Di Creta,167,Roma,Aurelio,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
165,LAZIO,201,1,120911,,I.D.I. - FONDAZIONE LUIGI MARIA MONTI,VIA MONTI DI CRETA  104,58091,ROMA,RM,3.3,IRCCS fondazione,98,DAY SURGERY,ACUTI,1,0,0,0,10,10,41.901545,12.428364,"Via Dei Monti Di Creta, 104, 00167 Roma Roma, Italia",,104,Via Dei Monti Di Creta,167,Roma,Aurelio,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.81,1,0.9
166,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,2,DAY HOSPITAL,ACUTI,1,0,0,35,0,35,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
167,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,8,CARDIOLOGIA,ACUTI,1,16,0,0,0,16,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
168,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,9,CHIRURGIA GENERALE,ACUTI,3,22,0,0,0,22,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
169,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,12,CHIRURGIA PLASTICA,ACUTI,1,12,0,0,0,12,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
170,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,14,CHIRURGIA VASCOLARE,ACUTI,1,4,0,0,0,4,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
171,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,18,EMATOLOGIA,ACUTI,2,19,0,0,0,19,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
172,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,21,GERIATRIA,ACUTI,1,16,0,0,0,16,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
173,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,26,MEDICINA GENERALE,ACUTI,3,76,0,0,0,76,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
174,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,29,NEFROLOGIA,ACUTI,1,6,0,0,0,6,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
175,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,30,NEUROCHIRURGIA,ACUTI,1,10,0,0,0,10,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
176,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,32,NEUROLOGIA,ACUTI,1,12,0,0,0,12,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
177,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,36,ORTOPEDIA E TRAUMATOLOGIA,ACUTI,1,18,0,0,0,18,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
178,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,37,OSTETRICIA E GINECOLOGIA,ACUTI,1,16,0,0,0,16,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
179,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,38,OTORINOLARINGOIATRIA,ACUTI,1,1,0,0,0,1,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
180,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,39,PEDIATRIA,ACUTI,3,12,0,1,0,13,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
181,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,40,PSICHIATRIA,ACUTI,1,15,0,0,0,15,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
182,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,43,UROLOGIA,ACUTI,1,14,0,0,0,14,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
183,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,47,GRANDI USTIONATI,ACUTI,1,14,0,0,0,14,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
184,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,49,TERAPIA INTENSIVA,ACUTI,3,15,0,0,0,15,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
185,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,50,UNITA` CORONARICA,ACUTI,1,6,0,0,0,6,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
186,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,51,ASTANTERIA,ACUTI,2,30,0,0,0,30,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
187,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,61,MEDICINA NUCLEARE,ACUTI,1,3,0,0,0,3,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
188,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,62,NEONATOLOGIA,ACUTI,1,9,0,0,0,9,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
189,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,73,TERAPIA INTENSIVA NEONATALE,ACUTI,1,4,0,0,0,4,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
190,LAZIO,202,1,120066,1,OSPEDALE S.EUGENIO,PIAZZALE DELL'UMANESIMO 10,58091,ROMA,RM,1,Ospedale a gestione diretta,98,DAY SURGERY,ACUTI,1,0,0,0,26,26,41.821245,12.47205654,"Sant'Eugenio, Piazzale dell'Umanesimo, 10, 00144 Roma Roma, Italia",Sant'Eugenio,10,Piazzale dell'Umanesimo,144,,Europa,Roma,Roma,RM,Lazio,LAZ,Italia,it,0.583333333,1,1
191,LAZIO,202,1,120066,2,OSPEDALE CTO.A.ALESINI,VIA S.NEMESIO 21,58091,ROMA,RM,1,Ospedale a gestione diretta,2,DAY HOSPITAL,ACUTI,1,0,0,2,0,2,41.704144,12.693002,"Via Veneto, 21, 00045 Genzano di Roma Roma, Italia",,21,Via Veneto,45,Comune di Genzano di Roma,,Genzano di Roma,Roma,RM,Lazio,LAZ,Italia,it,0.45927,0.81,0.5103
192,LAZIO,202,1,120066,2,OSPEDALE CTO.A.ALESINI,VIA S.NEMESIO 21,58091,ROMA,RM,1,Ospedale a gestione diretta,28,UNITA` SPINALE,RIABILITAZIONE,1,16,0,0,0,16,41.704144,12.693002,"Via Veneto, 21, 00045 Genzano di Roma Roma, Italia",,21,Via Veneto,45,Comune di Genzano di Roma,,Genzano di Roma,Roma,RM,Lazio,LAZ,Italia,it,0.45927,0.81,0.5103
193,LAZIO,202,1,120066,2,OSPEDALE CTO.A.ALESINI,VIA S.NEMESIO 21,58091,ROMA,RM,1,Ospedale a gestione diretta,30,NEUROCHIRURGIA,ACUTI,1,1,0,0,0,1,41.704144,12.693002,"Via Veneto, 21, 00045 Genzano di Roma Roma, Italia",,21,Via Veneto,45,Comune di Genzano di Roma,,Genzano di Roma,Roma,RM,Lazio,LAZ,Italia,it,0.45927,0.81,0.5103
194,LAZIO,202,1,120066,2,OSPEDALE CTO.A.ALESINI,VIA S.NEMESIO 21,58091,ROMA,RM,1,Ospedale a gestione diretta,36,ORTOPEDIA E TRAUMATOLOGIA,ACUTI,3,47,0,0,0,47,41.704144,12.693002,"Via Veneto, 21, 00045 Genzano di Roma Roma, Italia",,21,Via Veneto,45,Comune di Genzano di Roma,,Genzano di Roma,Roma,RM,Lazio,LAZ,Italia,it,0.45927,0.81,0.5103
